日期,竞品名,项目名称,中标金额(万元),采购单位,省份,信息来源,备注
2026-07-20,福建鑫宏毅信息技术有限公司,泉州第五中学海丝校区触控一体机及光能黑板货物类采购结果公告（采购包1）,74.92,待核实,福建省,https://www.ggzy.gov.cn/information/deal/html/b/350000/0202/20260720/003593f25eef275a48be8319512145d1ce11.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=749,250.00元"
2026-07-20,力天世纪企业策划（重庆）有限公司,宜宾市三中屏山县岷江实验中学校智慧黑板、学生桌椅等设备设施采购项目（学生公寓床、桌椅、智慧黑板）(二次)中标（成交）结果公告,29.05,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0202/20260720/005110c1de156e864ca4b101ba4f5f3770cc.html,"A口径L2精读；主品类=智慧黑板；证据等级=A（平台原始公告）；金额原文=290,465.00元"
2026-07-20,新乡市美雅商贸有限公司,新乡市第十中学直录播教室升级改造项目-成交公告,59.95,待核实,河南省,https://www.ggzy.gov.cn/information/deal/html/b/410000/0202/20260720/004145382577bad0413cb1e8808ac9ef066d.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=599500
2026-07-20,维诚张家口科技有限公司,Z1307252600322001尚义县第二中学2026年书法教室设备、学生储物柜、智慧黑板及校园智慧安防建设设备采购项目结果公告,待核实,待核实,河北省,https://www.ggzy.gov.cn/information/deal/html/b/130000/0202/20260720/0013a590a33b771b48ce9c00ad881038e0c8.html,A口径L2精读；主品类=智慧黑板；证据等级=A（平台原始公告）；L2状态=无金额字段
2026-07-20,四川文轩教育科技有限公司,甘洛县教育和体育局甘洛县第二中学信息化场馆建设项目中标（成交）结果公告,869.5,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0202/20260720/005159298886f7cf4d26830b7b2d49965c36.html,"A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=8,695,000.00元"
2026-07-20,杭州智闻道科技有限公司,浙江中正工程项目管理有限公司关于开化中学高一高二数学、英语教师教学能力提升培训项目中标(成交)结果公告,93.0,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0202/20260720/00334c0e811744ad42aa9dce7fe970d92926.html,A口径L2精读；主品类=培训；证据等级=A（平台原始公告）；金额原文=总价：930000（元）
2026-07-20,南昌菱形信息技术股份有限公司,安义县公共资源交易中心关于安义县龙津镇中心学校安义县龙津中学信息化教学设备购置项目（项目编号：AYZFCG2026-G003）电子化公开招标采购结果公示,待核实,待核实,江西省,https://www.ggzy.gov.cn/information/deal/html/b/360000/0202/20260720/0036da39afb4498047fdbeb3330070580c5d.html,A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；L2状态=无金额字段
2026-07-24,北京人大文化科技园建设发展有限公司,长治市教育局单一来源采购AI+数据双轮驱动学科核心素养提升工程结果公告,239.8,待核实,山西省,https://www.ggzy.gov.cn/information/deal/html/b/140000/0202/20260724/001424f2fbcd485044bd9a39d7d84d28f734.html,A口径L2精读；主品类=人工智能；证据等级=A（平台原始公告）；金额原文=报价：2398000（元）
2026-07-24,晋城市鼎峰网络科技有限公司,高平市教育局公开招标高平教育局增设地震预警信息发布终端项目结果公告,38.8,待核实,山西省,https://www.ggzy.gov.cn/information/deal/html/b/140000/0202/20260724/0014cf3f371067ec46d8b97268fb994d0c2f.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=报价：388008（元）
2026-07-24,武汉淘师湾网络教育科技股份有限公司,黄石市教育局黄石市“国培计划（2026）”教师培训中标（成交）结果公告,待核实,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0202/20260724/00428bafaeb641dd4ef0a3ab5c81af57dab1.html,A口径L2精读；主品类=培训；证据等级=A（平台原始公告）；L2状态=无金额字段
2026-07-23,四川星霖星冉科技有限公司,小金县教育局小金县.教育局2026年“网链共享计划”直录播设施设备采购项目(二次)中标（成交）结果公告,17.57,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0202/20260723/0051162f370b55df459f8a1907298583bfd5.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=175,700.00元"
2026-07-22,武汉任重思源科技有限公司,曾都区教育局干部人事档案数字化建设项目中标(成交)结果公告,待核实,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0202/20260722/00426764bd83d2f24d279f05524fb92afec4.html,A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；L2状态=无金额字段
2026-07-22,四川豪新科技有限公司,成都市金牛区教育局金牛区教育局2026年信息化教学设备采购项目中标（成交）结果公告,127.54,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0202/20260722/00516cef975151f34b2b865fb789b089b643.html,"A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=1,275,355.00元"
2026-07-22,中国移动通信集团,Z1302002604522201唐山市路北区教育局AI英语听说课堂采购项目结果公告,待核实,待核实,河北省,https://www.ggzy.gov.cn/information/deal/html/b/130000/0202/20260722/00133ae7f697b90d40c58e2ac265ad36716e.html,A口径L2精读；主品类=人工智能；证据等级=A（平台原始公告）；L2状态=无金额字段
2026-07-20,天津嘉之信科技发展有限公司,天津市东丽区教育局机关 2026年天津市东丽区教育局新建学校计算机、信息教室购置安装项目 (项目编号:TJDL-2026-A-0003)中标公告,待核实,待核实,天津市,https://www.ggzy.gov.cn/information/deal/html/b/120000/0202/20260720/0012bcd9cbee2a8e486695c335433ea9396c.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=23.95
2026-07-20,浙江新远方信息产业发展有限公司,杭州市公共资源交易中心高新技术产业开发区（滨江）分中心关于杭州市滨江区教育局下属学校2026年触控一体机采购及安装项目中标(成交)结果公告,231.52,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0202/20260720/0033eb59ef5df66e45b0aa18b1b100c0988b.html,A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=总价：2315240（元）
2026-07-24,北京爱宾果科技有限公司,永吉县义务教育信息化设备采购项目（三次）中标(成交)结果公告,25.74,待核实,吉林省,https://www.ggzy.gov.cn/information/deal/html/b/220000/0202/20260724/0022f16ffc3db4d645588c806cd0a3fa665e.html,A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=总价：257380（元）
2026-07-24,吉林市瑞之德科技有限公司,永吉县义务教育信息化设备采购项目（三次）中标(成交)结果公告,24.73,待核实,吉林省,https://www.ggzy.gov.cn/information/deal/html/b/220000/0202/20260724/0022f16ffc3db4d645588c806cd0a3fa665e.html,A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=总价：247250（元）
2026-07-26,成都佳成银瑞科技有限公司,邛崃市西街小学触控一体机直接选定采购合同,18.39,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260726/00518c87a3e2e19b4b00be4b057620da5d3e.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 183,920元"
2026-07-26,丹江口市智教优配服务管理有限公司,2026年中小学教室触控一体机采购,134.38,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0203/20260726/00425cc8c90732ea41ef9b5967f5689492fd.html,A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 134.376万元
2026-07-26,中国电信股份有限公司,2026年江汉区中小学智慧黑板采购 （第一包）,74.6,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0203/20260726/00427f2c23b8c9cb4d4e8ea1109a8677a2b0.html,A口径L2精读；主品类=智慧黑板；证据等级=A（平台原始公告）；金额原文=合同金额 74.6万元
2026-07-25,中移建设有限公司,宣恩县优质均衡发展中小学电子化测试计算机教室设备采购项目合同书,296.7,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0203/20260725/0042c3947f97475144d29c4170f0e524a8e5.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 296.703万元
2026-07-25,三明市名门一号工贸有限公司,永安市西门小学科学培训基地实训室建设项目,116.31,待核实,福建省,https://www.ggzy.gov.cn/information/deal/html/b/350000/0203/20260725/0035cef4c6251fc44ee89f7d416d66dca00d.html,"A口径L2精读；主品类=培训；证据等级=A（平台原始公告）；金额原文=合同金额 1,163,074.5元"
2026-07-24,武汉云智慧信息工程有限公司,2026年江汉区中小学智慧黑板采购(第二包）,59.58,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0203/20260724/00427f1222adfbd449e5b36b08cf5c0be66c.html,A口径L2精读；主品类=智慧黑板；证据等级=A（平台原始公告）；金额原文=合同金额 59.58万元
2026-07-24,武汉爱迪科技股份有限公司,2026年江汉区中小学智慧黑板采购（第三包）,111.51,待核实,湖北省,https://www.ggzy.gov.cn/information/deal/html/b/420000/0203/20260724/00423c70f4e5137d416c82c9d1969dbe41c8.html,A口径L2精读；主品类=智慧黑板；证据等级=A（平台原始公告）；金额原文=合同金额 111.507万元
2026-07-24,四川文轩教育科技有限公司,南江县文庙小学台式计算机直接选定采购合同,1.35,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/0051c1d8af6d98134c7ca71b28ab92d61388.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 13,467元"
2026-07-24,四川文轩教育科技有限公司,南江县文庙小学便携式计算机直接选定采购合同,0.57,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/005101cd85878555499b8f34676407eab2b8.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 5,716元"
2026-07-24,中国电信股份有限公司,木里县中小学智慧校园ai升级改造项目,424.17,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/00511aacef6ccd6e4e6293e1b2aa807dd6f7.html,"A口径L2精读；主品类=智慧校园；证据等级=A（平台原始公告）；金额原文=合同金额 4,241,666元"
2026-07-24,成都天誉光彩科技有限公司,绵竹市紫岩小学校LED显示屏二次竞价采购合同,14.9,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/00517a6efda87439403a95e25c7f0cbfc857.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 148,980元"
2026-07-24,四川晟育科技有限公司,绵阳市安州区桑枣镇小学触控一体机直接选定采购合同,11.86,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/00511f1544b694a64f1bb4f8f687364b239c.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 118,560元"
2026-07-24,杭州科通电子工程有限公司,温岭市各中小学校教室多媒体设备项目合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260724/0033fe964d032ed54ccd8cf86fba36898f35.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-23,四川文轩教育科技有限公司,合江县月亮街小学校设备设施购置（信息化基础设备设施及智慧校园建设）,59.8,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/00511045330688b0499f95a78b01ae4af608.html,"A口径L2精读；主品类=智慧校园；证据等级=A（平台原始公告）；金额原文=合同金额 598,000元"
2026-07-23,四川享名智商贸有限公司,成都高新区锦晖小学LED显示屏直接选定采购合同,17.08,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/0051a5ca8e6d7af44a5b83e97c24f3e96797.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 170,800元"
2026-07-23,四川创帝方科技有限公司,成都市双流区东升小学台式计算机直接选定采购合同,7.42,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/0051f9f52d28addd4d3b9dbf5d5f2fcd87b4.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 74,235元"
2026-07-23,四川创帝方科技有限公司,成都市双流区东升小学便携式计算机直接选定采购合同,6.95,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/005146c2fbaf498c4f70b082a4c40926617c.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 69,480元"
2026-07-23,四川享名智商贸有限公司,成都高新区天辰路小学LED显示屏直接选定采购合同,19.78,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/0051b283312bd8fa429f90fae09b908a22b7.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 197,800元"
2026-07-22,西昌建川办公设备有限公司,冕宁县高阳小学校触控一体机直接选定采购合同,1.99,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/00518292e4d507d640e5b48ae1ee45551ccd.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 19,900元"
2026-07-22,西昌建川办公设备有限公司,冕宁县高阳小学校台式计算机直接选定采购合同,1.45,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051a48e841f4eee4fe881c154e1da175d43.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 14,460元"
2026-07-22,西昌建川办公设备有限公司,冕宁县高阳小学校便携式计算机直接选定采购合同,0.64,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/00517fae68bc7f4b4b458a291ca48e2734f8.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 6,389元"
2026-07-22,上海航今信息科技有限公司,愚一、威宁小学弱电、多媒体系统更新的合同,398.82,待核实,上海市,https://www.ggzy.gov.cn/information/deal/html/b/310000/0203/20260722/0031c117c1c8df814799b3ece675fd2e9941.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 3,988,166元"
2026-07-22,甘洛县宏达商贸有限责任公司,甘洛县新市坝镇附城小学校便携式计算机直接选定采购合同,2.56,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/00517639e5f427174b688ff428e4d301df6b.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 25,556元"
2026-07-22,泸州旺福达商贸有限公司,古蔺县椒园镇中心小学校LED显示屏直接选定采购合同,5.18,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/005100762d00903348b78f1117f95cb0f89c.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 51,841.5元"
2026-07-22,四川文轩教育科技有限公司,盐亭县富驿镇花林小学台式计算机直接选定采购合同,3.15,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051e6a35b793ff44e61a0eccf7316165ecd.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 31,493元"
2026-07-22,乐山市惠灵科技有限公司,井研县城南小学校触控一体机直接选定采购合同,5.19,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/005124d86da0c6d844e89e94336c1e8ea4eb.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 51,900元"
2026-07-22,雅安市开达商用电子技术有限公司,雅安市雨城区第十小学触控一体机直接选定采购合同,3.8,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/005164c927e3f5d840a696bb5549e6221b74.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 38,000元"
2026-07-22,雅安市开达商用电子技术有限公司,雅安市雨城区第十小学台式计算机直接选定采购合同,0.49,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051335a53f589a34c3390e795e06f71c56c.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 4,949元"
2026-07-22,四川文轩教育科技有限公司,盐亭县富驿镇五马小学台式计算机直接选定采购合同,15.3,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051f280ff4f930a4f49b13a3390601e13c1.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 152,966元"
2026-07-22,浙江华数广电网络股份有限公司,2026年云和县中小学教室多媒体采购项目（第二次）合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260722/003306f7801cda9e436ca42e78f83d80e626.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-22,四川众维鑫信息技术有限公司,成都市金沙小学便携式计算机直接选定采购合同,12.0,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051bdb5424656304bee99baccc70a09ab79.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 120,000元"
2026-07-22,北京九洲科瑞科技有限公司,成都市金沙小学台式计算机直接选定采购合同,2.95,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051118f81d14ff04f13b326c37718dcfba5.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 29,508元"
2026-07-21,四川文轩教育科技有限公司,蓬溪县鸣凤镇小学校触控一体机直接选定采购合同,2.02,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/0051c8efbfff38aa43c4ae5ed504cd32a81b.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 20,180元"
2026-07-21,宁波聚超翔信息技术服务有限公司,宁波市鄞州区钟公庙中心小学智慧黑板采购及安装项目合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260721/0033a208683762134007901d567d7cb4e847.html,A口径L2精读；主品类=智慧黑板；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-21,杭州威达计算机网络工程有限公司,杭州市临平区崇信小学电脑采购项目合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260721/0033d6580d1128074cd8aa43946e6ff0b34c.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-21,四川众维鑫信息技术有限公司,成都市双流区实验小学外国语学校台式计算机直接选定采购合同,4.97,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/00515eb6623d887f4382b042b56a0ee5f1f5.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 49,700元"
2026-07-21,四川智己未来科技有限公司,成都市双流区棠湖小学触控一体机直接选定采购合同,7.94,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/0051f6de43670c9a4689aa75b449f1310e26.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 79,400元"
2026-07-21,成都联硕众合科技有限公司,成都市双流区棠湖小学台式计算机直接选定采购合同,7.42,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/0051bb6707c38c944878b5124a7e645b60e8.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 74,235元"
2026-07-21,安徽乐创教育科技有限公司,安庆市公园小学人工智能实验室及科创中心采购建设合同,67.17,待核实,安徽省,https://www.ggzy.gov.cn/information/deal/html/b/340000/0203/20260721/0034f864894fd1114380a1798eb10d40f007.html,"A口径L2精读；主品类=人工智能；证据等级=A（平台原始公告）；金额原文=合同金额 671,700元"
2026-07-20,绵阳众诚致远科技有限公司,绵阳经济技术开发区实验小学台式计算机直接选定采购合同,2.47,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051371690a5c74f49b2b70207158268b426.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 24,745元"
2026-07-20,绵阳众诚致远科技有限公司,绵阳经济技术开发区实验小学便携式计算机直接选定采购合同,2.0,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051bd5665f8e7c74ac188a086cea7430ac2.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 19,977元"
2026-07-20,四川承程科技有限公司,德阳市岷山路小学LED显示屏直接选定采购合同,19.93,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/00518cf79db751cc4f419e00efef71f76429.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 199,320元"
2026-07-20,杭州丹帝科技有限公司,杭州市临平区临平第三小学触控一体机设备采购项目合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260720/0033eaf350a90a404656b40d968a058c00f3.html,A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-20,成都华慧鼎新科技有限公司,蒲江县蒲江中学附属小学台式计算机直接选定采购合同,3.11,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/005195e28dedd6d0494480a8fda646b56fed.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 31,080元"
2026-07-20,成都昭源科技有限公司,蒲江县蒲江中学附属小学便携式计算机直接选定采购合同,5.33,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051e58d2aebd3ce4746a438981bd542bf4e.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 53,312元"
2026-07-20,四川优信志成信息技术有限公司,成都师范附属小学华润分校触控一体机直接选定采购合同,7.5,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/005198e47db9101b4708a471a1a74bf617e8.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 75,000元"
2026-07-26,四川佳禾均诚科技有限公司,四川大学附属中学新城分校触控一体机直接选定采购合同,3.88,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260726/00514398682d076649dabe924eb93e03305f.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 38,800元"
2026-07-25,成都上林科教设备有限公司,四川省乐至县吴仲良中学LED显示屏直接选定采购合同,19.33,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260725/0051d648cc2e484847deaebccb47c111a998.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 193,336元"
2026-07-24,成都赛维思创信息技术有限公司,成都东部新区第七中学校（成都七中东部学校）触控一体机直接选定采购合同,19.25,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/005125a8ba98ad334205866f15269aefcec0.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 192,500元"
2026-07-24,宜宾腾信电子科技有限公司,宜宾市第七初级中学校触控一体机直接选定采购合同,15.75,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/005171d77e52ec004f148f36ab2fc46b7635.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 157,500元"
2026-07-24,沧州零度信息技术有限公司,河北黄骅中学智能化教学设备采购项目（一标段：智能化AI设备）,194.9,待核实,河北省,https://www.ggzy.gov.cn/information/deal/html/b/130000/0203/20260724/0013d2b4345b65d74d74b5c15e5da541d411.html,"A口径L2精读；主品类=人工智能；证据等级=A（平台原始公告）；金额原文=合同金额 1,949,000元"
2026-07-24,山西农谷甲木科技有限公司,晋中市太谷区职业中学校建筑装饰技术专业高水平实训基地建设教学软件采购合同,98.1,待核实,山西省,https://www.ggzy.gov.cn/information/deal/html/b/140000/0203/20260724/0014d6282467d0974f6c8b57e81f0357554c.html,A口径L2精读；主品类=教学软件；证据等级=A（平台原始公告）；金额原文=合同金额 98.1万元
2026-07-24,四川文轩教育科技有限公司,甘洛县第二中学信息化场馆建设项目,869.5,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260724/0051869a1d5b800344a38d98aec19dc370b3.html,"A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=合同金额 8,695,000元"
2026-07-23,四川湛泸科技有限公司,泸州市第十二初级中学校台式计算机直接选定采购合同,0.5,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/0051fe6751f10f2644c180d8b1be6c2d7b69.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 4,967元"
2026-07-23,四川金通信息技术有限公司,泸州市第十二初级中学校便携式计算机直接选定采购合同,0.7,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/005141fcf323c5eb4f318e5b1fb193ea4546.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 6,970元"
2026-07-23,四川升讯航科技有限公司,宜宾市第十初级中学校触控一体机直接选定采购合同,15.75,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/005183534022b40c41b7b72dbf0a6ebc25f0.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 157,500元"
2026-07-23,四川昊拓科技有限公司,四川省成都市第十一中学（四川省成都市女子实验中学）台式计算机直接选定采购合同,19.99,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/005170c683340d7b4a3caa1218919c66c8c8.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 199,920元"
2026-07-23,凉山州兴育科技有限公司,木里藏族自治县中学触控一体机直接选定采购合同,19.99,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260723/00511ef0e2a3bde34d4193bd7846df1188df.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 199,920元"
2026-07-23,福建鑫宏毅信息技术有限公司,泉州第五中学海丝校区触控一体机及光能黑板货物类采购,74.92,待核实,福建省,https://www.ggzy.gov.cn/information/deal/html/b/350000/0203/20260723/0035982654830d2a4585ac6eec3db63cb3ee.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 749,250元"
2026-07-22,凉山州景腾商贸有限公司,西昌市南宁中学台式计算机直接选定采购合同,19.2,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/005162b5de7725674373a021abb9582f4fdf.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 192,000元"
2026-07-22,四川致展信息技术有限公司,四川省双流中学触控一体机直接选定采购合同,15.92,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/00515bf1776dc3bb474882592fab8e99274c.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 159,200元"
2026-07-22,南充市中科芯启数码电子产品有限责任公司,四川省南充龙门中学台式计算机直接选定采购合同,13.42,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/0051c87df9eb56d644dfbe3bffc00eb33bcd.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 134,190元"
